Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Feb 13, 2026 2:00 AM;Feb 13, 2026 3:00 AM;4,114.21;1,222.57;6,914.56;21,880.94;0.00;99.06;-;10,384.43;3,785.14;11,112.28;8.38;2,046.73
Feb 13, 2026 3:00 AM;Feb 13, 2026 4:00 AM;4,112.84;1,223.84;6,323.37;22,350.48;0.00;99.06;-;10,373.52;3,817.21;11,057.41;8.42;2,005.43
Feb 13, 2026 4:00 AM;Feb 13, 2026 5:00 AM;4,141.91;1,211.81;6,139.75;22,262.12;0.00;99.06;-;10,413.28;3,968.48;11,386.69;15.21;1,964.47
Feb 13, 2026 5:00 AM;Feb 13, 2026 6:00 AM;4,178.56;1,232.86;5,923.58;21,010.36;0.00;101.25;-;10,819.49;4,671.88;12,721.57;93.22;1,946.32
Feb 13, 2026 6:00 AM;Feb 13, 2026 7:00 AM;4,314.94;1,235.03;5,671.86;20,074.62;0.00;101.98;-;11,331.72;5,611.58;14,676.17;249.44;1,942.85
Feb 13, 2026 7:00 AM;Feb 13, 2026 8:00 AM;4,493.55;1,222.85;5,440.71;18,081.75;98.01;101.98;-;11,489.50;6,037.49;15,640.40;1,164.68;2,006.68
Feb 13, 2026 8:00 AM;Feb 13, 2026 9:00 AM;4,561.03;1,252.52;5,331.93;15,669.63;2,048.17;101.98;-;11,526.83;6,099.05;15,838.14;2,265.10;2,009.03
Feb 13, 2026 9:00 AM;Feb 13, 2026 10:00 AM;4,502.87;1,278.82;5,139.60;13,772.01;5,895.48;101.98;-;11,528.27;6,075.89;15,804.66;1,219.17;2,023.87
Feb 13, 2026 10:00 AM;Feb 13, 2026 11:00 AM;4,406.86;1,289.79;5,305.66;11,999.41;9,908.66;101.98;-;11,362.52;5,841.06;15,305.71;176.74;2,034.90
Feb 13, 2026 11:00 AM;Feb 13, 2026 12:00 PM;4,333.21;1,290.10;5,670.67;10,050.83;11,939.43;101.98;-;11,062.72;5,837.30;15,144.01;136.45;1,964.01
Feb 13, 2026 12:00 PM;Feb 13, 2026 1:00 PM;4,259.94;1,294.90;5,808.78;8,820.02;11,458.92;101.98;-;11,001.03;5,862.49;15,435.21;121.97;1,972.32
Feb 13, 2026 1:00 PM;Feb 13, 2026 2:00 PM;4,242.26;1,298.52;5,452.82;7,165.22;10,471.29;101.98;-;11,066.52;5,823.10;15,506.72;235.69;1,977.26
Feb 13, 2026 2:00 PM;Feb 13, 2026 3:00 PM;4,264.38;1,338.13;5,143.34;5,964.15;8,374.88;101.98;-;11,316.07;5,950.22;15,746.04;560.17;1,976.41
Feb 13, 2026 3:00 PM;Feb 13, 2026 4:00 PM;4,353.97;1,337.80;4,801.95;5,429.37;4,929.03;101.98;-;11,559.85;6,151.07;16,047.49;1,445.01;1,975.69
Feb 13, 2026 4:00 PM;Feb 13, 2026 5:00 PM;4,535.62;1,344.32;5,015.61;5,305.18;1,763.67;101.98;-;11,509.11;6,309.71;16,265.27;3,230.13;2,049.09
Feb 13, 2026 5:00 PM;Feb 13, 2026 6:00 PM;4,648.07;1,345.18;5,032.45;5,625.86;102.51;99.54;-;11,486.60;6,431.86;16,351.78;4,158.85;2,156.70
Feb 13, 2026 6:00 PM;Feb 13, 2026 7:00 PM;4,682.39;1,358.46;5,150.03;5,904.54;0.00;98.73;-;11,505.01;6,466.46;16,455.91;5,146.45;2,113.11
Feb 13, 2026 7:00 PM;Feb 13, 2026 8:00 PM;4,646.08;1,361.10;5,300.88;6,182.82;0.00;98.73;-;11,512.17;6,458.33;16,418.45;3,239.69;2,065.98
Feb 13, 2026 8:00 PM;Feb 13, 2026 9:00 PM;4,525.14;1,375.15;5,236.51;6,407.08;0.00;98.73;-;11,560.32;6,419.10;16,397.08;1,383.24;2,050.04
Feb 13, 2026 9:00 PM;Feb 13, 2026 10:00 PM;4,387.01;1,342.95;5,038.54;6,606.46;0.00;98.73;-;11,530.96;6,189.23;15,986.31;371.05;1,995.28
Feb 13, 2026 10:00 PM;Feb 13, 2026 11:00 PM;4,297.95;1,325.28;4,562.37;6,885.13;0.00;98.73;-;11,444.77;5,941.36;15,732.61;184.82;1,986.53
Feb 13, 2026 11:00 PM;Feb 14, 2026 12:00 AM;4,222.81;1,299.27;3,842.37;6,946.09;0.00;98.20;-;11,379.43;5,915.32;15,438.55;136.46;1,964.32
Feb 14, 2026 12:00 AM;Feb 14, 2026 1:00 AM;4,171.86;1,259.99;3,112.49;7,483.58;0.00;100.54;-;11,423.91;5,761.88;15,089.32;88.75;1,977.49
Feb 14, 2026 1:00 AM;Feb 14, 2026 2:00 AM;4,154.43;1,231.41;2,706.79;8,176.84;0.00;96.63;-;11,176.57;5,750.27;14,936.65;55.24;2,021.31
Feb 14, 2026 2:00 AM;Feb 14, 2026 3:00 AM;4,149.41;1,238.66;2,849.69;8,857.63;0.00;96.63;-;11,019.48;5,721.37;14,754.45;76.54;1,999.55
Feb 14, 2026 3:00 AM;Feb 14, 2026 4:00 AM;4,147.35;1,198.31;3,040.71;9,388.71;0.00;96.63;-;11,030.36;5,774.14;14,771.66;92.37;2,028.90
Feb 14, 2026 4:00 AM;Feb 14, 2026 5:00 AM;4,169.75;1,218.48;3,144.84;10,047.32;0.00;96.63;-;11,039.43;5,733.49;14,754.14;62.73;2,042.54
Feb 14, 2026 5:00 AM;Feb 14, 2026 6:00 AM;4,222.37;1,200.61;3,144.13;10,381.24;0.00;96.63;-;11,055.95;5,700.60;14,720.23;43.77;2,042.55
Feb 14, 2026 6:00 AM;Feb 14, 2026 7:00 AM;4,376.09;1,219.29;3,072.46;10,650.54;0.00;96.63;-;10,989.74;5,719.98;15,005.31;36.30;2,018.20
Feb 14, 2026 7:00 AM;Feb 14, 2026 8:00 AM;4,553.81;1,195.66;2,699.10;10,710.87;72.70;98.71;-;11,170.70;5,694.09;15,371.17;80.53;2,068.95
Feb 14, 2026 8:00 AM;Feb 14, 2026 9:00 AM;4,613.66;1,190.97;2,173.42;10,476.31;1,185.00;99.41;-;11,311.86;5,807.70;15,776.32;114.81;2,052.47
Feb 14, 2026 9:00 AM;Feb 14, 2026 10:00 AM;4,564.00;1,217.60;1,825.33;9,715.12;3,189.76;99.41;-;11,331.99;5,899.66;15,985.48;605.87;1,990.37
Feb 14, 2026 10:00 AM;Feb 14, 2026 11:00 AM;4,464.30;1,249.54;1,516.76;8,988.62;5,241.48;99.41;-;11,292.76;5,829.11;16,016.78;650.17;2,020.69
Feb 14, 2026 11:00 AM;Feb 14, 2026 12:00 PM;4,381.30;1,195.78;1,137.90;8,631.45;6,776.44;99.41;-;11,276.21;5,793.48;15,962.76;417.23;2,039.08
Feb 14, 2026 12:00 PM;Feb 14, 2026 1:00 PM;4,305.42;1,189.52;701.68;8,082.37;7,104.59;99.41;-;11,276.87;5,831.68;15,930.09;224.61;2,060.69
Feb 14, 2026 1:00 PM;Feb 14, 2026 2:00 PM;4,278.62;1,155.72;549.78;7,834.95;6,198.82;99.41;-;11,296.14;5,880.48;15,855.32;174.17;2,074.91
Feb 14, 2026 2:00 PM;Feb 14, 2026 3:00 PM;4,293.12;1,151.51;503.52;7,851.41;4,648.63;99.41;-;11,302.08;5,894.96;15,803.84;1,399.92;2,096.39
Feb 14, 2026 3:00 PM;Feb 14, 2026 4:00 PM;4,363.60;1,267.79;415.20;7,878.00;2,902.35;99.41;-;11,315.83;5,931.40;16,037.51;2,226.00;2,062.88
Feb 14, 2026 4:00 PM;Feb 14, 2026 5:00 PM;4,532.09;1,205.46;438.32;7,917.22;1,084.42;99.41;-;11,374.45;6,160.38;16,235.07;2,483.63;2,066.36
Feb 14, 2026 5:00 PM;Feb 14, 2026 6:00 PM;4,661.55;1,285.00;410.57;7,660.24;74.26;99.41;-;11,439.89;6,340.32;16,475.19;4,695.28;2,016.52
Feb 14, 2026 6:00 PM;Feb 14, 2026 7:00 PM;4,691.84;1,359.99;527.75;7,005.25;0.03;99.41;-;11,451.07;6,370.28;16,501.52;5,784.12;2,036.02
Feb 14, 2026 7:00 PM;Feb 14, 2026 8:00 PM;4,615.95;1,234.91;754.26;6,127.23;0.00;99.41;-;11,510.36;6,366.60;16,068.93;5,468.29;2,081.20
Feb 14, 2026 8:00 PM;Feb 14, 2026 9:00 PM;4,489.74;1,240.79;990.94;5,023.28;0.00;99.41;-;11,525.92;6,186.44;15,942.95;3,911.26;2,086.66
Feb 14, 2026 9:00 PM;Feb 14, 2026 10:00 PM;4,375.76;1,228.25;1,292.82;4,092.62;0.00;99.41;-;11,486.42;5,927.40;15,846.54;2,108.99;2,077.62
Feb 14, 2026 10:00 PM;Feb 14, 2026 11:00 PM;4,300.36;1,170.89;1,734.74;3,407.14;0.00;99.41;-;11,297.14;5,821.70;15,753.39;584.49;2,094.81
Feb 14, 2026 11:00 PM;Feb 15, 2026 12:00 AM;4,234.24;1,167.70;2,147.52;2,823.04;0.00;99.41;-;11,140.21;5,495.06;15,261.01;808.55;2,045.53
Feb 15, 2026 12:00 AM;Feb 15, 2026 1:00 AM;4,178.08;1,157.57;2,583.36;2,299.65;0.00;98.29;-;10,933.28;5,036.97;13,612.62;544.06;2,023.14
Feb 15, 2026 1:00 AM;Feb 15, 2026 2:00 AM;4,151.93;1,158.83;2,893.66;1,975.35;0.00;103.44;-;10,924.47;4,915.77;12,498.98;284.25;2,055.45
Feb 15, 2026 2:00 AM;Feb 15, 2026 3:00 AM;4,142.20;1,161.38;3,240.67;1,922.81;0.00;103.44;-;10,938.95;4,558.00;11,348.37;126.15;2,021.47
Feb 15, 2026 3:00 AM;Feb 15, 2026 4:00 AM;4,158.26;1,169.16;3,484.06;1,891.03;0.00;103.44;-;10,990.58;4,498.72;10,550.06;151.27;2,023.35
Feb 15, 2026 4:00 AM;Feb 15, 2026 5:00 AM;4,183.10;1,175.22;3,522.15;2,150.51;0.00;103.44;-;10,999.42;4,489.18;9,996.83;397.71;2,038.98
Feb 15, 2026 5:00 AM;Feb 15, 2026 6:00 AM;4,229.79;1,183.73;3,520.71;2,533.53;0.00;100.92;-;11,014.74;4,465.71;9,929.88;66.88;2,023.82
Feb 15, 2026 6:00 AM;Feb 15, 2026 7:00 AM;4,387.60;1,180.75;3,666.45;3,250.60;0.00;100.08;-;11,013.51;4,390.79;9,592.74;79.10;2,015.41
Feb 15, 2026 7:00 AM;Feb 15, 2026 8:00 AM;4,544.41;1,178.81;4,122.44;4,568.36;89.32;100.08;-;11,012.64;4,202.14;9,496.14;104.60;1,995.66
Feb 15, 2026 8:00 AM;Feb 15, 2026 9:00 AM;4,592.11;1,171.36;4,625.87;5,456.31;2,596.64;100.08;-;11,046.29;3,993.75;9,478.36;631.01;1,995.82
Feb 15, 2026 9:00 AM;Feb 15, 2026 10:00 AM;4,542.79;1,186.97;5,297.36;5,689.10;8,211.49;99.22;-;10,795.10;3,843.21;9,171.45;715.19;2,004.61
Feb 15, 2026 10:00 AM;Feb 15, 2026 11:00 AM;4,450.24;1,190.48;5,713.26;5,336.53;13,994.52;96.65;-;10,639.27;3,439.03;8,676.82;109.45;2,006.47
Feb 15, 2026 11:00 AM;Feb 15, 2026 12:00 PM;4,370.76;1,177.54;6,007.71;6,209.91;18,314.78;96.65;-;9,563.47;2,896.68;8,454.10;159.11;1,977.49
Feb 15, 2026 12:00 PM;Feb 15, 2026 1:00 PM;4,276.52;1,182.20;6,178.02;7,740.42;20,865.64;96.65;-;8,786.49;2,545.32;8,168.36;46.48;1,971.90
Feb 15, 2026 1:00 PM;Feb 15, 2026 2:00 PM;4,239.92;1,202.02;6,310.70;9,645.41;21,129.60;96.65;-;7,795.97;2,283.17;7,900.13;1.19;1,966.53
Feb 15, 2026 2:00 PM;Feb 15, 2026 3:00 PM;4,260.76;1,205.20;6,397.45;12,091.45;17,780.91;96.65;-;7,532.12;2,369.91;7,875.24;0.66;1,965.70
Feb 15, 2026 3:00 PM;Feb 15, 2026 4:00 PM;4,318.82;1,202.50;6,480.92;15,205.47;10,920.36;96.65;-;9,059.88;2,491.56;8,478.83;9.76;1,967.48
Feb 15, 2026 4:00 PM;Feb 15, 2026 5:00 PM;4,478.34;1,229.67;6,288.29;18,219.41;3,958.77;99.75;-;10,190.17;2,765.76;8,762.26;359.74;1,991.62
Feb 15, 2026 5:00 PM;Feb 15, 2026 6:00 PM;4,570.29;1,217.30;6,278.43;22,516.97;181.65;99.75;-;10,484.72;3,237.59;8,997.45;1,828.09;2,000.73
Feb 15, 2026 6:00 PM;Feb 15, 2026 7:00 PM;4,465.60;1,241.45;6,040.67;28,209.96;0.01;99.75;-;10,319.58;3,177.16;9,030.24;1,107.53;1,987.54
Feb 15, 2026 7:00 PM;Feb 15, 2026 8:00 PM;4,428.03;1,200.46;6,392.29;31,585.51;0.00;99.75;-;9,303.09;3,021.95;9,365.65;391.96;1,990.58
Feb 15, 2026 8:00 PM;Feb 15, 2026 9:00 PM;4,325.58;1,169.01;6,581.28;32,903.15;0.00;99.75;-;8,848.96;3,192.33;9,275.74;119.35;1,987.79
Feb 15, 2026 9:00 PM;Feb 15, 2026 10:00 PM;4,284.47;1,175.13;7,576.91;32,424.82;0.00;99.75;-;8,228.78;3,166.91;8,932.12;87.79;1,982.27
Feb 15, 2026 10:00 PM;Feb 15, 2026 11:00 PM;4,266.15;1,190.41;7,820.08;29,513.96;0.00;99.75;-;8,492.75;3,133.59;8,857.28;240.79;2,005.31
Feb 15, 2026 11:00 PM;Feb 16, 2026 12:00 AM;4,187.09;1,182.51;7,894.63;28,948.47;0.00;99.75;-;8,610.33;2,893.94;8,547.44;115.62;1,994.03
Feb 16, 2026 12:00 AM;Feb 16, 2026 1:00 AM;4,143.68;1,186.38;7,702.90;28,838.35;0.00;98.94;-;8,203.27;2,611.10;8,345.82;49.85;1,986.91
Feb 16, 2026 1:00 AM;Feb 16, 2026 2:00 AM;4,123.66;1,198.31;7,922.04;28,523.51;0.00;98.94;-;7,808.64;2,172.99;8,117.76;14.86;1,989.42
Feb 16, 2026 2:00 AM;Feb 16, 2026 3:00 AM;4,106.98;1,244.43;7,898.30;27,942.02;0.00;98.94;-;7,418.16;2,069.13;8,111.82;0.08;1,986.42
Feb 16, 2026 3:00 AM;Feb 16, 2026 4:00 AM;4,113.75;1,316.94;7,916.61;27,559.54;0.00;98.94;-;8,174.53;2,067.49;8,155.75;0.56;1,980.57
Feb 16, 2026 4:00 AM;Feb 16, 2026 5:00 AM;4,149.40;1,319.16;8,069.51;27,173.79;0.00;98.94;-;8,470.05;2,225.90;7,977.11;0.30;2,017.73
Feb 16, 2026 5:00 AM;Feb 16, 2026 6:00 AM;4,168.29;1,301.92;7,373.68;26,187.49;0.00;98.94;-;9,243.93;2,722.04;8,689.41;0.42;2,002.98
Feb 16, 2026 6:00 AM;Feb 16, 2026 7:00 AM;4,270.45;1,281.25;7,553.53;25,874.75;0.00;98.94;-;11,095.92;3,642.87;9,820.53;222.74;2,010.97
Feb 16, 2026 7:00 AM;Feb 16, 2026 8:00 AM;4,426.66;1,270.36;7,330.15;25,554.49;63.05;98.94;-;11,643.00;4,287.90;11,280.28;636.03;2,047.54
Feb 16, 2026 8:00 AM;Feb 16, 2026 9:00 AM;4,505.16;1,284.60;6,764.13;25,053.02;1,332.75;98.94;-;11,660.41;5,052.77;12,512.59;459.86;2,156.93
Feb 16, 2026 9:00 AM;Feb 16, 2026 10:00 AM;4,477.28;1,332.83;6,250.31;23,329.92;4,201.69;98.94;-;11,608.49;5,327.05;12,942.90;452.47;2,127.48
Feb 16, 2026 10:00 AM;Feb 16, 2026 11:00 AM;4,389.23;1,306.32;5,947.48;21,512.33;7,300.96;98.94;-;11,596.41;5,016.55;12,681.60;337.80;1,996.29
Feb 16, 2026 11:00 AM;Feb 16, 2026 12:00 PM;4,322.84;1,385.56;5,661.29;19,621.52;10,149.72;98.94;-;11,565.07;4,380.51;12,214.79;542.72;2,029.66
Feb 16, 2026 12:00 PM;Feb 16, 2026 1:00 PM;4,242.95;1,486.40;4,603.91;17,559.23;11,758.57;98.94;-;11,619.39;4,426.92;12,642.08;494.02;2,069.04
Feb 16, 2026 1:00 PM;Feb 16, 2026 2:00 PM;4,224.81;1,413.32;3,913.41;15,827.57;11,945.92;98.94;-;11,707.93;4,827.63;12,444.49;215.57;2,072.68
Feb 16, 2026 2:00 PM;Feb 16, 2026 3:00 PM;4,243.88;1,435.40;3,541.41;14,738.78;8,935.58;98.94;-;11,863.87;4,985.83;12,979.72;315.33;2,022.50
Feb 16, 2026 3:00 PM;Feb 16, 2026 4:00 PM;4,302.38;1,414.58;3,362.37;14,693.78;5,272.42;98.94;-;12,064.86;5,199.47;14,407.72;541.92;2,072.95
Feb 16, 2026 4:00 PM;Feb 16, 2026 5:00 PM;4,440.46;1,413.85;3,261.60;14,116.85;2,074.26;98.94;-;12,142.68;5,386.64;15,227.62;1,299.44;2,113.25
Feb 16, 2026 5:00 PM;Feb 16, 2026 6:00 PM;4,577.52;1,414.49;3,254.04;14,451.16;228.47;98.94;-;12,178.36;5,594.89;15,478.90;2,708.32;2,159.57
Feb 16, 2026 6:00 PM;Feb 16, 2026 7:00 PM;4,612.93;1,442.47;3,326.05;14,770.93;0.49;98.94;-;12,178.85;5,761.83;15,564.18;3,228.43;2,061.42
Feb 16, 2026 7:00 PM;Feb 16, 2026 8:00 PM;4,588.98;1,414.51;3,202.01;14,744.71;0.10;98.94;-;12,211.41;5,702.54;15,537.62;2,987.51;2,034.03
Feb 16, 2026 8:00 PM;Feb 16, 2026 9:00 PM;4,483.76;1,394.24;3,172.93;14,475.87;0.00;98.94;-;12,244.42;5,618.80;15,446.45;2,201.46;1,997.52
Feb 16, 2026 9:00 PM;Feb 16, 2026 10:00 PM;4,399.23;1,399.61;2,889.77;14,100.15;0.00;98.94;-;12,223.78;5,476.77;15,045.10;1,690.18;1,965.69
Feb 16, 2026 10:00 PM;Feb 16, 2026 11:00 PM;4,317.38;1,386.78;2,516.78;13,793.98;0.00;98.94;-;12,169.90;5,396.72;14,447.68;787.61;1,988.27
Feb 16, 2026 11:00 PM;Feb 17, 2026 12:00 AM;4,238.79;1,380.44;2,188.59;13,351.88;0.00;98.94;-;11,965.87;5,369.28;13,560.14;370.79;1,970.64
Feb 17, 2026 12:00 AM;Feb 17, 2026 1:00 AM;4,185.04;1,325.20;2,099.27;12,838.00;0.00;99.10;-;11,871.00;5,403.37;13,037.40;116.25;1,979.92
Feb 17, 2026 1:00 AM;Feb 17, 2026 2:00 AM;4,160.83;1,324.72;2,420.14;12,558.26;0.00;99.10;-;11,603.98;5,444.45;12,921.30;35.70;2,054.26
Feb 17, 2026 2:00 AM;Feb 17, 2026 3:00 AM;4,146.71;1,309.51;2,867.20;12,414.97;0.00;99.10;-;11,153.97;5,466.99;12,924.30;1.49;2,123.63
Feb 17, 2026 3:00 AM;Feb 17, 2026 4:00 AM;4,131.69;1,316.33;2,870.52;12,540.63;0.00;96.61;-;11,074.54;5,467.48;12,982.48;0.48;2,102.00
Feb 17, 2026 4:00 AM;Feb 17, 2026 5:00 AM;4,159.59;1,353.79;3,173.26;12,543.68;0.00;96.61;-;11,689.81;5,486.54;13,108.65;0.45;2,109.78
Feb 17, 2026 5:00 AM;Feb 17, 2026 6:00 AM;4,207.00;1,384.32;3,297.90;12,378.03;0.00;96.61;-;11,983.34;5,567.38;13,612.76;44.92;2,104.77
Feb 17, 2026 6:00 AM;Feb 17, 2026 7:00 AM;4,341.00;1,511.37;3,386.54;12,332.11;0.00;96.61;-;12,385.19;6,052.25;14,867.99;897.85;2,082.97
Feb 17, 2026 7:00 AM;Feb 17, 2026 8:00 AM;4,468.31;1,572.13;3,359.37;11,965.27;94.21;96.61;-;12,550.18;6,349.56;15,452.17;1,675.48;2,089.36
Feb 17, 2026 8:00 AM;Feb 17, 2026 9:00 AM;4,516.51;1,689.32;3,396.18;11,766.15;1,660.77;96.61;-;12,572.74;6,401.49;15,512.72;2,444.05;2,092.15
Feb 17, 2026 9:00 AM;Feb 17, 2026 10:00 AM;4,496.31;1,641.84;2,873.15;11,632.90;4,675.19;96.61;-;12,570.69;6,404.47;15,526.89;2,555.93;2,108.57
Feb 17, 2026 10:00 AM;Feb 17, 2026 11:00 AM;4,415.40;1,516.55;2,145.76;11,200.09;8,222.05;96.61;-;12,529.85;6,225.83;15,464.75;1,630.39;2,123.54
Feb 17, 2026 11:00 AM;Feb 17, 2026 12:00 PM;4,343.88;1,582.32;1,460.60;10,733.64;11,180.23;96.61;-;12,443.18;6,054.75;15,147.76;938.82;2,119.83
Feb 17, 2026 12:00 PM;Feb 17, 2026 1:00 PM;4,260.65;1,423.12;1,179.13;11,317.24;12,800.94;96.61;-;12,406.87;5,919.06;14,925.12;1,084.60;2,120.64
Feb 17, 2026 1:00 PM;Feb 17, 2026 2:00 PM;4,230.20;1,395.20;1,607.71;12,320.18;12,515.56;99.22;-;12,394.61;6,109.34;14,440.82;200.09;2,125.33
Feb 17, 2026 2:00 PM;Feb 17, 2026 3:00 PM;4,216.50;1,398.40;2,535.78;13,204.13;10,930.80;100.09;-;12,338.51;6,250.35;14,326.21;173.69;2,117.78
Feb 17, 2026 3:00 PM;Feb 17, 2026 4:00 PM;4,243.35;1,390.41;3,151.72;13,984.40;7,827.04;100.09;-;12,604.41;6,438.91;14,614.63;158.67;2,122.79
Feb 17, 2026 4:00 PM;Feb 17, 2026 5:00 PM;4,369.26;1,444.96;2,583.78;15,062.09;3,306.92;100.09;-;12,722.60;6,704.50;15,219.22;742.44;2,148.60
Feb 17, 2026 5:00 PM;Feb 17, 2026 6:00 PM;4,496.25;1,614.09;1,976.89;16,731.87;353.68;100.09;-;12,869.53;7,104.15;15,854.46;2,108.23;2,154.63
Feb 17, 2026 6:00 PM;Feb 17, 2026 7:00 PM;4,542.35;1,415.41;2,502.31;17,852.89;0.50;102.37;-;12,931.05;7,384.21;15,986.66;2,602.59;2,082.03
Feb 17, 2026 7:00 PM;Feb 17, 2026 8:00 PM;4,511.22;1,352.55;3,465.03;18,294.77;0.08;103.13;-;13,016.56;7,412.00;15,881.37;1,847.51;2,055.23
Feb 17, 2026 8:00 PM;Feb 17, 2026 9:00 PM;4,408.33;1,320.71;4,551.58;18,755.74;0.00;103.13;-;12,975.30;7,213.78;15,775.21;872.09;2,057.06
Feb 17, 2026 9:00 PM;Feb 17, 2026 10:00 PM;4,304.28;1,330.42;5,358.00;18,569.64;0.00;103.13;-;12,886.46;6,871.65;15,308.55;194.75;2,025.36
Feb 17, 2026 10:00 PM;Feb 17, 2026 11:00 PM;4,235.37;1,309.89;5,147.09;17,659.19;0.00;103.13;-;12,758.23;6,061.48;15,081.35;374.21;1,974.26
Feb 17, 2026 11:00 PM;Feb 18, 2026 12:00 AM;4,192.87;1,300.29;4,527.01;17,133.18;0.00;103.13;-;12,699.14;5,949.44;14,364.87;187.90;1,997.92
Feb 18, 2026 12:00 AM;Feb 18, 2026 1:00 AM;4,109.97;1,300.22;3,819.64;15,978.00;0.00;97.33;-;12,721.01;6,035.96;15,451.00;27.59;1,957.92
Feb 18, 2026 1:00 AM;Feb 18, 2026 2:00 AM;4,040.66;1,320.06;3,228.17;14,855.43;0.00;100.44;-;12,732.39;6,047.40;15,163.53;54.24;1,949.07
Feb 18, 2026 2:00 AM;Feb 18, 2026 3:00 AM;4,037.01;1,380.15;2,461.43;14,021.75;0.00;101.47;-;12,100.36;5,881.31;14,986.54;6.12;1,942.41
Feb 18, 2026 3:00 AM;Feb 18, 2026 4:00 AM;4,029.56;1,393.17;1,839.29;12,307.09;0.00;101.47;-;11,898.77;5,599.69;15,278.30;25.96;1,925.73
Feb 18, 2026 4:00 AM;Feb 18, 2026 5:00 AM;4,048.99;1,343.36;1,432.56;10,085.20;0.00;101.47;-;12,555.65;5,898.43;15,798.08;8.33;1,935.98
Feb 18, 2026 5:00 AM;Feb 18, 2026 6:00 AM;4,102.92;1,489.22;1,117.96;7,649.27;0.00;101.47;-;12,769.26;6,637.27;16,467.88;25.32;1,930.38
Feb 18, 2026 6:00 AM;Feb 18, 2026 7:00 AM;4,214.54;1,562.13;707.72;5,941.09;0.00;101.47;-;13,104.73;7,316.83;17,150.59;1,834.81;1,937.47
Feb 18, 2026 7:00 AM;Feb 18, 2026 8:00 AM;4,362.12;1,737.33;455.29;4,619.00;287.48;101.47;-;13,193.26;7,626.58;17,733.61;4,979.12;1,949.83
Feb 18, 2026 8:00 AM;Feb 18, 2026 9:00 AM;4,487.38;1,643.48;371.96;3,571.01;2,783.48;101.47;-;13,035.89;7,731.14;17,664.60;5,054.29;1,988.73
Feb 18, 2026 9:00 AM;Feb 18, 2026 10:00 AM;4,470.33;1,634.87;275.49;2,411.27;6,530.62;101.47;-;12,934.15;7,734.33;17,271.00;3,640.57;1,922.15
Feb 18, 2026 10:00 AM;Feb 18, 2026 11:00 AM;4,390.43;1,452.26;324.80;1,874.38;10,994.42;101.47;-;13,087.76;7,499.30;17,084.95;1,422.50;1,923.12
Feb 18, 2026 11:00 AM;Feb 18, 2026 12:00 PM;4,313.36;1,358.45;416.11;1,817.06;15,897.12;101.47;-;12,883.46;7,103.57;15,749.64;551.18;1,952.75
Feb 18, 2026 12:00 PM;Feb 18, 2026 1:00 PM;4,236.74;1,347.44;430.05;1,987.71;18,182.65;103.63;-;12,754.74;6,307.13;15,028.24;271.73;1,937.47
Feb 18, 2026 1:00 PM;Feb 18, 2026 2:00 PM;4,206.89;1,363.94;623.29;2,418.19;17,306.06;105.79;-;12,706.29;6,269.38;15,433.86;65.06;1,957.13
Feb 18, 2026 2:00 PM;Feb 18, 2026 3:00 PM;4,217.17;1,348.32;932.66;3,352.91;14,404.09;103.60;-;12,764.96;6,275.56;15,910.29;79.25;1,948.03
Feb 18, 2026 3:00 PM;Feb 18, 2026 4:00 PM;4,267.42;1,354.70;1,299.72;5,048.07;9,675.80;101.42;-;12,944.20;6,771.82;16,090.10;235.22;1,958.48
Feb 18, 2026 4:00 PM;Feb 18, 2026 5:00 PM;4,425.48;1,481.96;1,718.90;6,862.22;3,675.20;101.42;-;12,559.23;7,410.82;16,593.81;2,443.37;1,969.81
Feb 18, 2026 5:00 PM;Feb 18, 2026 6:00 PM;4,567.55;1,692.47;2,517.63;9,079.02;310.26;101.42;-;12,540.61;7,727.99;16,727.52;5,035.91;1,989.80
Feb 18, 2026 6:00 PM;Feb 18, 2026 7:00 PM;4,615.19;1,581.65;3,912.02;11,857.05;0.08;101.42;-;12,441.93;7,630.24;16,925.53;4,443.98;2,062.71
Feb 18, 2026 7:00 PM;Feb 18, 2026 8:00 PM;4,594.45;1,387.40;4,892.06;14,623.12;0.00;101.42;-;12,048.04;7,534.02;16,222.98;1,531.73;2,106.79
Feb 18, 2026 8:00 PM;Feb 18, 2026 9:00 PM;4,499.74;1,261.35;5,640.80;16,983.76;0.00;101.42;-;12,094.00;6,627.87;14,588.56;315.26;2,065.59
Feb 18, 2026 9:00 PM;Feb 18, 2026 10:00 PM;4,387.03;1,274.33;5,915.13;18,949.17;0.00;101.42;-;11,850.80;5,620.38;13,651.22;280.35;1,971.53
Feb 18, 2026 10:00 PM;Feb 18, 2026 11:00 PM;4,298.26;1,271.25;6,104.19;19,368.53;0.00;101.42;-;11,595.69;5,070.66;13,046.39;287.02;1,999.95
